"Which member of the British pop group ""The Spice Girls"" was known as Ginger Spice?"|Geri Halliwell
"What song plays in the ending credits of the anime ""Ergo Proxy""?"|Paranoid Android
"In ""Fallout 4"", what is the name of the dog you find at Red Rocket truck stop?"|Dogmeat
How many episodes were in season five of Samurai Jack?|10
Which of the following is NOT a capital city?|Sydney
The LS2 engine is how many cubic inches?|364
What do the 4 Rings in Audi's Logo represent?|Previously independent automobile manufacturers
What is the capital of Jamaica?|Kingston
Montreal is in which Canadian province?|Quebec
"What Queen song plays during the final fight scene of the film ""Hardcore Henry""?"|Don't Stop Me Now
Which of the following languages is used as a scripting language in the Unity 3D game engine?|C#
"Which artist composed the original soundtrack for ""Watch Dogs 2""?"|Hudson Mohawke
Along with Oxygen, which element is primarily responsible for the sky appearing blue?|Nitrogen
Which type of rock is created by intense heat AND pressure?|Metamorphic
"In ""Call Of Duty: Zombies"", completing which map's main easter egg will reward you with the achievement, ""Little Lost Girl""?"|Origins
What was the first movie to ever use a Wilhelm Scream?|Distant Drums
What is the standard SI unit for temperature?|Kelvin
"Which documentary film maker wrote and starred in the film ""My Scientology Movie"" which first debuted in 2015?"|Louis Theroux
Which of these car models are produced by Lamborghini?|Aventador
"What is the stage name of New Zealand singer Phillipa ""Pip"" Brown?"|Ladyhawke
"What were the first two blocks in ""Minecraft""?"|Grass and Cobblestone
Human cells typically have how many copies of each gene?|2
In the Magic: The Gathering universe,  the Antiquities, Ice Age, and Alliances expansions take place on which continent?|Terisiare
"Who starred as Bruce Wayne and Batman in Tim Burton's 1989 movie ""Batman""?"|Michael Keaton
Deuterium is an isotope of which element?|Hydrogen
What was found in 1946 by two young shepards near a cave?|Dead Sea Scrolls
"Which famous rapper is featured in Jack Ü (Skrillex and Diplo)'s 2015 single called ""Febreze""?"|2 Chainz
What was Bruce Campbell's iconic one-liner after getting a chainsaw hand in Evil Dead 2?|Groovy.
What is the sum of all the tiles in a standard box of Scrabble?|187
What is the real name of Canadian electronic music producer deadmau5?|Joel Zimmerman
Which Sanrio character was introduced in 1996?|Pompompurin
Which time signature is commonly known as “Cut Time?”|2/2
Which figure from Greek mythology traveled to the underworld to return his wife Eurydice to the land of the living?|Orpheus
Which of the following chemicals are found in eggplant seeds?|Nicotine
Which of the following is NOT classified as a Semetic language?|Sumerian
What does GHz stand for?|Gigahertz
"Which city did the former NHL team ""The Nordiques"" originiate from?"|Quebec City
In the movie “The Iron Giant,” this character is the protagonist.|Hogarth Hughes
"Who is the creator of the comic series ""The Walking Dead""?"|Robert Kirkman
What is the name of the main island in PLAYERUNKNOWN'S BATTLEGROUNDS?|Erangel
Which Audi does not use Haldex based all wheel drive system?|Audi A8
"Ikki Kurogane is known by what nickname at the beginning of ""Chivalry of a Failed Knight""?"|Worst One
What is the colour of unoxidized blood?|Red
"What is not a playable race in ""Final Fantasy XIV: A Realm Reborn""?"|Hume
Which team won 2014 FIFA World Cup in Brazil?|Germany
Butters Stotch, Pip Pirrup, and Wendy Testaburger are all characters in which long running animated TV series?|South Park
What is the fastest speed possible in Trackmania²: Stadium?|1000  km/h
In an orchestra, what is the lowest member of the brass family?|Tuba
What is the area of a circle with a diameter of 20 inches if π= 3.1415?|314.15 Inches
"In Monster Hunter Generations, which of the following monsters are a part of the ""Fated Four""?"|Astalos
"""The Singing Cowboy"" Gene Autry is credited with the first recording for all but which classic Christmas jingle?"|White Christmas
Whistler was the codename of this Microsoft Operating System.|Windows XP
"Which Crypt of the NecroDancer (2015) character has a soundtrack by Jake ""Virt"" Kaufman?"|Uncle Eli
Ed Koch, the Mayor of New York in 1984, played himself in which Muppets movie?|The Muppets Take Manhattan
In United States history, how many vice presidents did Franklin D. Roosevelt have during his time in office as president?|3
Who is the true moon princess in Sailor Moon?|Sailor Moon
In the video-game franchise Kingdom Hearts, the main protagonist, carries a weapon with what shape?|Key
Which programming language was developed by Sun Microsystems in 1995?|Java
What is the nickname for the US state Delaware?|The First State
Which Pokémon and it's evolutions were banned from appearing in a main role after the Episode 38 Incident?|The Porygon Line
Which Twitch streamer is the vocalist for Red Vox?|Vinesauce
"Which of these African countries list ""Spanish"" as an official language?"|Equatorial Guinea
"In the film ""Harry Potter and the Order of The Phoenix"", why was Harry Potter's scream, after Sirius Black died, muted?"|Too Agonizing
"""Some people call me the space cowboy"" is the first line from what song?"|The Joker
"In ""Clash Royale"" what is Arena 4 called?"|P.E.K.K.A's Playhouse
"How many Star Spirits do you rescue in the Nintendo 64 video game ""Paper Mario""?"|7
"Dee from ""It's Always Sunny in Philadelphia"" has dated all of the following guys EXCEPT"|"Matthew ""Rickety Cricket"" Mara"
"When was ""The Gadget"", the first nuclear device to be detonated, tested?"|July 16, 1945
Which song is not by TheFatRat?|Ascent
Which of these is the name of the largest city in the US state Tennessee?|Memphis
Who developed the first successful polio vaccine in the 1950s?|Jonas Salk
Which is the largest city in Morocco?|Casablanca
"In ""A Certain Magical Index,"" what is Accelerator able to control?"|Vectors
"What is the plane of existence in MicroProse's 1997 ""Magic the Gathering""?"|Shandalar
What was the FIRST Valve game to have VR?|The Lab
"This movie contains the quote, ""I feel the need ... the need for speed!"""|Top Gun
How long was Ken Jennings' win streak on Jeopardy?|74
"Which star actor was in ""Top Gun"", ""Jerry Maguire"" and ""Born on the Fourth of July""?"|Tom Cruise
In what year was the original Sonic the Hedgehog game released?|1991
What do you declare in Rīchi Mahjong when you've drawn your winning tile?|Tsumo
Who is depicted on the US hundred dollar bill?|Benjamin Franklin
Which company developed the Hololens?|Microsoft
Who wrote and directed the 1986 film 'Platoon'?|Oliver Stone
What Greek letter is used to signify summation?|Sigma
What is isobutylphenylpropanoic acid more commonly known as?|Ibuprofen
"In ""Little Women"", which of the March sisters married Laurie?"|Amy
What is the largest non-continental island in the world?|Greenland
Which country has three capital cities?|South Africa
Which one of these countries borders with Poland?|Lithuania
In Grand Theft Auto: V, what wanted level does the player receive if they enter Zancudo Army Base north of Los Santos?|4
"In ""Highschool of the Dead"", where did Komuro and Saeko establish to meet after the bus explosion?"|Eastern Police Station
Gannymede is the largest moon of which planet?|Jupiter
What is real haggis made of?|Sheep's Heart, Liver and Lungs
The mountainous Khyber Pass connects which of the two following countries?|Afghanistan and Pakistan
What is the primary addictive substance found in tobacco?|Nicotine
Who won Big Brother 2014 UK?|Helen Wood
Which of these is a type of stretch/deep tendon reflex?|Ankle jerk reflex
"""Yes, America Can!"" was this United States politician's de facto campaign slogan in 2004."|George W. Bush
"Where is the fast food chain ""Panda Express"" headquartered?"|Rosemead, California
Alzheimer's disease primarily affects which part of the human body?|Brain
What part of an automobile engine uses lobes to open and close intake and exhaust valves, and allows an air/fuel mixture into the engine?|Camshaft
"Who created the ""Metal Gear"" Series?"|Hideo Kojima
A doctor with a PhD is a doctor of what?|Philosophy
"Who plays ""Bruce Wayne"" in the 2008 movie ""The Dark Knight""?"|Christian Bale
"In the ""Pikmin"" games, which of the following pikmin colors lacks it's own ""Onion"" nest?"|Purple
What vulnerability ranked #1 on the OWASP Top 10 in 2013?|Injection 
"""Doctor Who"" star David Tennant performed in a rendition of which Shakespearean play?"|Hamlet
Which King of England was faced with the Peasants' Revolt in 1381?|Richard II
In 1845, a series of wars named after which indigenous people began in New Zealand?|Māori
Who was the Roman god of fire?|Vulcan
Which king was killed at the Battle of Bosworth Field in 1485? |Richard III
In the anime Noragami who is one of the main protagonists?|Yukine
What UK Train does NOT go over 125MPH?|Sprinter
The Dice Tower network of board game podcasts and videos is run by which individual?|Tom Vasel
Which Batman sidekick is the son of Talia al Ghul?|Damian Wayne
What was the total length of the Titanic?|"882 ft | 268.8 m"
The Alps are a mountain range on which continent?|Europe
What is the official name of Prince's backing band?|The Revolution
What is the name of Sherlock Holmes's brother?|Mycroft Holmes
In Halo 2, how many rounds does the M6C hold in a single magazine?|12
"The ""Trail of Tears"" was a result of which United States President's Indian Removal Policy?"|Andrew Jackson
"In the ""Jurassic Park"" universe, when did ""Jurassic Park: San Diego"" begin construction?"|1985
Who plays the Nemesis in the Resident Evil movies?|Matthew Taylor
Which of the following guitarists recorded an album as a member of the Red Hot Chili Peppers?|Dave Navarro
"Which of the following is not the name of a ""Bond Girl""? "|Vanessa Kensington
"Who is the protagonist of the videogame ""Dead Rising 2""?"|Chuck Greene
When did the Battle of the Somme begin?|July 1st, 1916
In Haikyuu!!, who is not a member of Karasuno VBC?|Shigeru Yahaba
"What is the relationship between Rick and Morty in the show ""Rick and Morty""?"|Grandfather and Grandson
How many sides does a trapezium have?|4
"In which order do you need to hit some Deku Scrubs to open the first boss door in ""Ocarina of Time""?"|2, 3, 1
What was the last Aphex Twin album released before his decade-long hiatus?|Drukqs
"What is a ""dakimakura""?"|A body pillow
What TV show is about a grandfather dragging his grandson around on adventures?|Rick & Morty
"""Exile"" and ""Revelations"" were the third and fourth installments of which PC game series?"|Myst
Which of these does Charlie NOT read in The Perks of Being a Wallflower?|The Grapes of Wrath
"Which alternative rock band released the critically-acclaimed album ""OK Computer""?"|Radiohead
Who was Donald Trump's first wife?|Ivana Zelníčková
Which of the following bones is not in the leg?|Radius
Which student in Yandere Simulator is known for asking irritating and stupid questions?|Midori Gurin
Who is the leader of Team Valor in Pokémon Go?|Candela
Who was the lead singer and frontman of rock band R.E.M?|Michael Stipe
"How many seasons did ""Stargate SG-1"" have?"|10
